EmployeeIndex	Attrition_Probability
131	0.18888249
132	0.64064723
133	0.13017274
134	0.066166066
135	0.12905228
136	0.023717819
137	0.027025271
138	0.29139277
139	0.05814831
140	0.9287483
141	0.014756485
142	0.035583675
143	0.16341506
144	0.037974335
145	0.022935461
146	0.03209134
147	0.15584777
148	0.04875579
149	0.43163958
150	0.009893588
151	0.016721183
152	0.12343763
153	0.08855412
154	0.10182247
155	0.017515177
156	0.07475547
157	0.05932457
158	0.04782306
159	0.08597248
160	0.022478072
161	0.11686006
162	0.020339726
163	0.072483525
164	0.11281758
165	0.0326721
166	0.033279225
167	0.0706842
168	0.10749979
169	0.06502286
170	0.04293278
171	0.9473615
172	0.18762149
173	0.042660616
174	0.07991268
175	0.039744493
176	0.025644982
177	0.919698
178	0.39473602
179	0.18520904
180	0.13006718
181	0.021979362
182	0.7685354
183	0.031312812
184	0.010993302
185	0.015325024
186	0.0056296405
187	0.015029064
188	0.019301677
189	0.015413433
190	0.020459387
191	0.11695798
192	0.9121663
193	0.003964951
194	0.016445538
195	0.022504218
196	0.04290056
197	0.017325714
198	0.032696735
199	0.043821283
200	0.10012568
201	0.052198067
202	0.053471927
203	0.07049227
204	0.87772995
205	0.7653481
206	0.18153554
207	0.12570725
208	0.03691021
209	0.022392724
210	0.8840676
211	0.037525803
212	0.14356531
213	0.038022578
214	0.8594166
215	0.026992902
216	0.9581454
217	0.021979116
218	0.030157499
219	0.037492614
220	0.046698883
221	0.078443564
222	0.08219288
223	0.09186081
224	0.003953114
225	0.03555661
226	0.088738106
227	0.013243862
228	0.09795483
229	0.57389563
230	0.22647636
231	0.025092898
232	0.116218776
233	0.011171176
234	0.9011368
235	0.01606852
236	0.79875076
237	0.13024916
238	0.039202586
239	0.21588218
240	0.044312652
241	0.089818984
242	0.061346468
243	0.02208918
244	0.0065517235
245	0.07463249
246	0.0076706824
247	0.010012526
248	0.034102775
249	0.010471972
250	0.86327136
251	0.046568338
252	0.0371847
253	0.072462484
254	0.04570866
255	0.010089001
256	0.0599008
257	0.0016349771
258	0.054975342
259	0.8321589
260	0.1858067
261	0.02936553
262	0.03155995
263	0.22944489
264	0.90706116
265	0.09851062
266	0.012557306
267	0.095911965
268	0.0060222317
269	0.0027536927
270	0.017241241
271	0.80062604
272	0.008813621
273	0.013233185
274	0.31163445
275	0.015376578
276	0.035629507
277	0.11016695
278	0.021557348
279	0.058376685
280	0.003935153
281	0.04447281
282	0.084475785
283	0.059021663
284	0.1798099
285	0.0059115505
286	0.8596267
287	0.019715529
288	0.90196615
289	0.004436418
290	0.1286452
291	0.08603202
292	0.620288
293	0.12970561
294	0.124246
295	0.14190689
296	0.93837774
297	0.02586162
298	0.031810578
299	0.009113956
300	0.041299243
301	0.90688133
302	0.084830105
303	0.02904558
304	0.0018584843
305	0.021021929
306	0.068206824
307	0.065484144
308	0.015187715
309	0.010853449
310	0.4606439
311	0.08857393
312	0.028461313
313	0.05192272
314	0.010118489
315	0.015582543
316	0.14022546
317	0.81417483
318	0.76397276
319	0.24866427
320	0.114872605
321	0.06013855
322	0.017864268
323	0.8643941
324	0.0026949341
325	0.022772163
326	0.041886583
327	0.832379
328	0.26146808
329	0.005110281
330	0.18959765
331	0.027519792
332	0.03250346
333	0.106366925
334	0.0071610967
335	0.060462326
336	0.91828775
337	0.04108428
338	0.04964715
339	0.049841534
340	0.02119305
341	0.011800319
342	0.01373752
343	0.10304645
344	0.0017680816
345	0.006414589
346	0.047839697
347	0.20340402
348	0.026649538
349	0.047854275
350	0.09542593
351	0.053570516
352	0.08515856
353	0.015198003
354	0.18914291
355	0.02994453
356	0.00856571
357	0.97976196
358	0.017160576
359	0.040380727
360	0.013797103
361	0.054623418
362	0.1348196
363	0.9561147
364	0.032051776
365	0.037565235
366	0.8880866
367	0.018782709
368	0.8648942
369	0.115822695
370	0.9373149
371	0.0059320815
372	0.13708434
373	0.038102623
374	0.042518366
375	0.034588892
376	0.07803987
377	0.0066062426
378	0.8872376
379	0.02110842
380	0.025115361
381	0.2031197
382	0.30606106
383	0.08292058
384	0.09232181
385	0.94857264
386	0.04460116
387	0.0398634
388	0.007496994
389	0.09016827
390	0.023259008
391	0.0803945
392	0.03331163
393	0.025278432
394	0.06551705
395	0.07406583
396	0.052072484
397	0.27804196
398	0.008014765
399	0.024272732
400	0.049202144
401	0.079481676
402	0.23638703
403	0.08010505
404	0.027472774
405	0.58818704
406	0.031830717
407	0.007781946
408	0.0064615216
409	0.1601731
410	0.03337075
411	0.15637492
412	0.005644156
413	0.012018976
414	0.94618535
415	0.87450355
416	0.097274646
417	0.00521002
418	0.025463527
419	0.09989632
420	0.079548806
421	0.8691801
422	0.9449477
423	0.08355123
424	0.18457267
425	0.006160955
426	0.035294462
427	0.08810218
428	0.09087
429	0.023835678
430	0.07370402
431	0.047281172
432	0.010088834
433	0.0358844
434	0.007569024
435	0.86003
436	0.90849376
437	0.26745737
438	0.19571966
439	0.945
440	0.9380179
441	0.11246059
442	0.18628731
443	0.9254714
444	0.02234834
445	0.12679026
446	0.039747786
447	0.041195877
448	0.01827382
449	0.03071853
450	0.123938285
451	0.09917245
452	0.017297704
453	0.9537743
454	0.07730282
455	0.018571163
456	0.1730954
457	0.9745817
458	0.16063969
459	0.09204942
460	0.36630294
461	0.05213374
462	0.051792976
463	0.99662554
464	0.024671132
465	0.16547064
466	0.009184082
467	0.08314064
468	0.0076200604
469	0.74883175
470	0.0557195
471	0.045118917
472	0.02783488
473	0.0024884099
474	0.12837997
475	0.3217678
476	0.4250531
477	0.13927458
478	0.41929027
479	0.90529937
480	0.9479555
481	0.04106451
482	0.93917894
483	0.085221544
484	0.037707437
485	0.027983913
486	0.12227657
487	0.053395312
488	0.01578657
489	0.011452439
490	0.047958344
491	0.0096664
492	0.00682946
493	0.09193174
494	0.13816145
495	0.63389724
496	0.7709051
497	0.005280262
498	0.015248165
499	0.037869338
500	0.017857024
501	0.049332038
502	0.065182544
503	0.0061391746
504	0.76917404
505	0.1555872
506	0.019618029
507	0.03397238
508	0.018369151
509	0.025625853
510	0.051673815
511	0.19825271
512	0.024812376
513	0.79883176
514	0.80090004
515	0.13545154
516	0.058345266
517	0.007872047
518	0.008141738
519	0.011727672
520	0.0743415
521	0.0186351
522	0.043438196
523	0.03478202
524	0.08672755
525	0.5847923
526	0.022607738
527	0.12848492
528	0.77573305
529	0.0031522587
530	0.04522245
531	0.0149965575
532	0.056004837
533	0.022986315
534	0.0034686644
535	0.37044728
536	0.25393182
537	0.08652535
538	0.13407262
539	0.050677326
540	0.9707937
541	0.05839708
542	0.034264028
543	0.3996195
544	0.045431014
545	0.09791357
546	0.23600508
547	0.4607165
548	0.09358451
549	0.08047703
550	0.17131391
551	0.047850735
552	0.07972812
553	0.05764232
554	0.21721223
555	0.1917944
556	0.0096221715
557	0.07326824
558	0.06370379
559	0.27051204
560	0.038657695
561	0.11773576
562	0.034992833
563	0.12372981
564	0.28544974
565	0.04893466
566	0.84520996
567	0.010176399
568	0.6297368
569	0.29238117
570	0.01193747
571	0.3392216
572	0.14459793
573	0.8926254
574	0.0032455116
575	0.013668646
576	0.038729466
577	0.048217587
578	0.20289232
579	0.046056084
580	0.063444525
581	0.0146832615
582	0.026744926
583	0.0834537
584	0.03020909
585	0.9202463
586	0.3591167
587	0.0155296
588	0.0196289
589	0.9515484
590	0.05160249
591	0.8639295
592	0.008580738
593	0.0068041957
594	0.008582628
595	0.786533
596	0.013744763
597	0.0049435743
598	0.6971515
599	0.08945647
600	0.007679769
601	0.16376686
602	0.20245235
603	0.5315976
604	0.017855912
605	0.24166773
606	0.08476991
607	0.500289
608	0.6099764
609	0.04760779
610	0.018220715
611	0.018902577
612	0.23590457
613	0.04024546
614	0.85513407
615	0.08354756
616	0.031415638
617	0.160075
618	0.1305214
619	0.032168847
620	0.08959429
621	0.04015879
622	0.06182581
623	0.023848435
624	0.2593701
625	0.09001329
626	0.007635338
627	0.028338617
628	0.1596789
629	0.022848757
630	0.015454089
631	0.056215342
632	0.07755131
633	0.06828118
634	0.03497929
635	0.023598732
636	0.9258085
637	0.038306512
638	0.40487468
639	0.00854347
640	0.051621974
641	0.098892674
642	0.09192215
643	0.01101714
644	0.042461857
645	0.6046555
646	0.10060967
647	0.12640543
648	0.07714587
649	0.014060341
650	0.017020233
651	0.06636781
652	0.18121666
653	0.059109576
654	0.008329919
655	0.178736
656	0.98394024
657	0.1757394
658	0.2635116
659	0.027953604
660	0.90262485
661	0.107459925
662	0.8857552
663	0.22542197
664	0.015856981
665	0.4114655
666	0.6770827
667	0.9093949
668	0.075353675
669	0.9204166
670	0.39538833
671	0.7338457
672	0.22995017
673	0.24257651
674	0.028303765
675	0.27323297
676	0.038535748
677	0.06743793
678	0.06760074
679	0.16058101
680	0.0070363996
681	0.0027201262
682	0.3143644
683	0.9705874
684	0.7463653
685	0.18552947
686	0.097551875
687	0.013883806
688	0.9436927
689	0.96351576
690	0.037809703
691	0.032996513
692	0.024950953
693	0.84346163
694	0.015095779
695	0.93571895
696	0.090252414
697	0.38715076
698	0.1271177
699	0.009798948
700	0.16020505
701	0.041800305
702	0.17697726
703	0.17743959
704	0.010988751
705	0.01659955
706	0.92540526
707	0.02085205
708	0.021849051
709	0.9246286
710	0.044127665
711	0.960375
712	0.03145601
713	0.009260097
714	0.005275558
715	0.014172992
716	0.015515397
717	0.11905684
718	0.068995774
719	0.064448506
720	0.9331281
721	0.013053781
722	0.022733806
723	0.05186279
724	0.025179913
725	0.90033156
726	0.031562146
727	0.18807566
728	0.020094037
729	0.035353754
730	0.019056207
731	0.9707591
732	0.51187617
733	0.01065618
734	0.2686133
735	0.08786975
736	0.030829147
737	0.06092876
738	0.012593971
739	0.0055627613
740	0.2285953
741	0.040102277
742	0.31682825
743	0.038419772
744	0.9476857
745	0.03934366
746	0.033452526
747	0.08903735
748	0.7912258
749	0.8383124
750	0.023920296
751	0.011176397
752	0.80737644
753	0.023021234
754	0.33581984
755	0.025040662
756	0.17745459
757	0.010657246
758	0.057817634
759	0.24920674
760	0.051365294
761	0.8330615
762	0.76419413
763	0.19108588
764	0.7098398
765	0.020802382
766	0.006124502
767	0.09852659
768	0.29023314
769	0.03121644
770	0.015228622
771	0.16204615
772	0.029054105
773	0.068110935
774	0.081708066
775	0.08561399
776	0.903493
777	0.95665467
778	0.017451452
779	0.06315223
780	0.6803938
781	0.16455586
782	0.01545324
783	0.014704629
784	0.017549494
785	0.024254065
786	0.0883392
787	0.008380382
788	0.025389982
789	0.061443314
790	0.0153327165
791	0.8926826
792	0.849633
793	0.12202643
794	0.038402278
795	0.038569614
796	0.75808036
797	0.8460453
798	0.97084177
799	0.010120003
800	0.94704795
801	0.12657374
802	0.027564587
803	0.0072393306
804	0.0027132817
805	0.013199778
806	0.08756119
807	0.059331566
808	0.027481284
809	0.015744135
810	0.10525384
811	0.13456732
812	0.057780787
813	0.8236063
814	0.025682291
815	0.25954765
816	0.43527395
817	0.011860138
818	0.09980148
819	0.20753787
820	0.040194772
821	0.036154147
822	0.053825743
823	0.016300742
824	0.068037815
825	0.07548432
826	0.06935397
827	0.238264
828	0.8664023
829	0.5980043
830	0.056479637
831	0.53191763
832	0.05804375
833	0.0133550605
834	0.2029859
835	0.315033
836	0.85813135
837	0.02499214
838	0.93769217
839	0.0877934
840	0.016460145
841	0.26094535
842	0.92728496
843	0.02288454
844	0.16002008
845	0.019743266
846	0.056448534
847	0.019406382
848	0.018243207
849	0.9684465
850	0.6640916
851	0.03695329
852	0.012999904
853	0.26176876
854	0.02668752
855	0.0054970584
856	0.6957907
857	0.74690795
858	0.0037739018
859	0.16915905
860	0.13217667
861	0.12385997
862	0.12003442
863	0.036224134
864	0.6634465
865	0.047502395
866	0.022614302
867	0.005407295
868	0.06905782
869	0.02252035
870	0.020623757
871	0.94329244
872	0.081065364
873	0.063197725
874	0.07877307
875	0.013716396
876	0.18899179
877	0.007615975
878	0.00952648
879	0.008995876
880	0.14527239
881	0.016146941
882	0.08084232
883	0.004683576
884	0.36271712
885	0.01868324
886	0.016749172
887	0.08419893
888	0.13475038
889	0.11627556
890	0.015530701
891	0.0053331642
892	0.98759997
893	0.011340577
894	0.008931051
895	0.22982366
896	0.079526745
897	0.12762094
898	0.025374772
899	0.02376196
900	0.070523426
901	0.7069426
902	0.03902143
903	0.036971442
904	0.009026854
905	0.004671692
906	0.05799988
907	0.023011366
908	0.009477142
909	0.19567132
910	0.026512515
911	0.97433245
912	0.10999166
913	0.8211604
914	0.016636917
915	0.95752454
916	0.040023755
917	0.07832195
918	0.066778384
919	0.042664845
920	0.031086544
921	0.22239195
922	0.010221117
923	0.014574386
924	0.027017072
925	0.07767487
926	0.028836789
927	0.03678692
928	0.71518743
929	0.2542144
930	0.41916946
931	0.059995998
932	0.91922325
933	0.13016362
934	0.1704764
935	0.00936595
936	0.07968143
937	0.040444862
938	0.019143498
939	0.48585397
940	0.67386276
941	0.027223561
942	0.082983516
943	0.081604354
944	0.022434395
945	0.06793867
946	0.71071863
947	0.97485614
948	0.050131977
949	0.053445864
950	0.1361072
951	0.18881601
952	0.89199543
953	0.18642955
954	0.037837904
955	0.057997584
956	0.120844185
957	0.054806102
958	0.013423631
959	0.0064242333
960	0.04050401
961	0.2763591
962	0.06818485
963	0.12903635
964	0.09163273
965	0.034809846
966	0.8279837
967	0.013678666
968	0.06762144
969	0.0066489466
970	0.08701758
971	0.11621571
972	0.26518434
973	0.011275266
974	0.092545904
975	0.93893147
976	0.026670203
977	0.19048257
978	0.022265032
979	0.068882145
980	0.90958625
981	0.84270597
982	0.0097232405
983	0.0044050016
984	0.10891154
985	0.019858316
986	0.054931883
987	0.70815927
988	0.039037883
989	0.051404722
990	0.09139432
991	0.10557403
992	0.019160109
993	0.16551998
994	0.013679701
995	0.11116206
996	0.08851276
997	0.93380004
998	0.031135747
999	0.036950074
1000	0.18275607
1001	0.14197864
1002	0.021419348
1003	0.09144868
1004	0.08506314
1005	0.15192182
1006	0.8667971
1007	0.86877173
1008	0.010358068
1009	0.0059026047
1010	0.0024215104
1011	0.1443327
1012	0.9736181
1013	0.05133875
1014	0.06262257
1015	0.014190065
1016	0.8830962
1017	0.18548177
1018	0.037052613
1019	0.109194815
1020	0.01568224
1021	0.6848881
1022	0.16244416
1023	0.03446786
1024	0.015377632
1025	0.02176319
1026	0.07966703
1027	0.07074733
1028	0.27943757
1029	0.030239403
1030	0.12760857
1031	0.8893399
1032	0.98395395
1033	0.7528039
1034	0.050484
1035	0.12280817
1036	0.8861887
1037	0.10491418
1038	0.10611084
1039	0.736334
1040	0.016679823
1041	0.03489235
1042	0.14175601
1043	0.04442132
1044	0.016268667
1045	0.018318273
1046	0.033546176
1047	0.041156434
1048	0.046733603
1049	0.022128595
1050	0.076508135
1051	0.17734337
1052	0.13139206
1053	0.011223184
1054	0.005074268
1055	0.08905347
1056	0.7600915
1057	0.9861059
1058	0.85135686
1059	0.20661356
1060	0.9899087
1061	0.78239995
1062	0.14920896
1063	0.15438949
1064	0.0151187815
1065	0.04769508
1066	0.1479381
1067	0.087459736
1068	0.9732852
1069	0.07510539
1070	0.054366615
1071	0.033928897
1072	0.045885216
1073	0.047681656
1074	0.13576765
1075	0.014610445
1076	0.009485422
1077	0.9026253
1078	0.026712786
1079	0.046461485
1080	0.047388814
1081	0.08548922
1082	0.098174036
1083	0.9048579
1084	0.06252195
1085	0.8518537
1086	0.09024573
1087	0.15668696
1088	0.05914225
1089	0.09208074
1090	0.04062318
1091	0.030435665
1092	0.046978932
1093	0.017569877
1094	0.032068085
1095	0.032583266
1096	0.08182956
1097	0.5706166
1098	0.07784966
1099	0.03830083
1100	0.044195395
1101	0.03052232
1102	0.14287718
1103	0.120216124
1104	0.05386284
1105	0.057442464
1106	0.7998195
1107	0.26933405
1108	0.13123557
1109	0.059920367
1110	0.955081
1111	0.0046213097
1112	0.3141803
1113	0.0063496144
1114	0.028506083
1115	0.14932597
1116	0.033225913
1117	0.002518446
1118	0.23689534
1119	0.053224392
1120	0.22003843
1121	0.15000097
1122	0.10136218
1123	0.059754606
1124	0.07785597
1125	0.055692647
1126	0.057469174
1127	0.018135183
1128	0.023602592
1129	0.035573963
1130	0.015379538
1131	0.11294756
1132	0.063770644
1133	0.07823147
1134	0.03220721
1135	0.05596157
1136	0.97075874
1137	0.32925722
1138	0.00580067
1139	0.0017276584
1140	0.0024787479
1141	0.14194524
1142	0.050322823
1143	0.31795946
1144	0.1032445
1145	0.053858705
1146	0.016716598
1147	0.053214468
1148	0.0065913983
1149	0.039978217
1150	0.015163123
1151	0.1874416
1152	0.027294379
1153	0.9436068
1154	0.057759397
1155	0.012058584
1156	0.08211342
1157	0.0026030825
1158	0.031272277
1159	0.04552185
1160	0.0067682476
1161	0.014201983
1162	0.89865994
1163	0.07860787
1164	0.18117878
1165	0.06214115
1166	0.0053670215
1167	0.986159
1168	0.26335022
1169	0.17321482
1170	0.015877204
1171	0.96083814
1172	0.22633
1173	0.009816749
1174	0.006050736
1175	0.15459222
1176	0.019846786
1177	0.008855433
1178	0.27819514
1179	0.0049880454
1180	0.39394972
1181	0.022293974
1182	0.012071463
1183	0.022645906
1184	0.0069141868
1185	0.01830706
1186	0.14390343
1187	0.0067511033
1188	0.12099283
1189	0.0043606865
1190	0.0020754465
1191	0.028317032
1192	0.26086283
1193	0.10168169
1194	0.034417503
1195	0.05790114
1196	0.12614341
1197	0.3303561
1198	0.12849712
1199	0.038725223
1200	0.061492097
1201	0.90376467
1202	0.039539605
1203	0.008154644
1204	0.08890378
1205	0.86074805
1206	0.0490222
1207	0.07667451
1208	0.007979905
1209	0.005862967
1210	0.049446423
1211	0.094249725
1212	0.07607461
1213	0.8545681
1214	0.009188665
1215	0.047595147
1216	0.01430257
1217	0.01336616
1218	0.19327393
1219	0.043448713
1220	0.20684654
1221	0.0049485844
1222	0.9375312
1223	0.8905036
1224	0.070975795
1225	0.02630453
1226	0.06682887
1227	0.021705974
1228	0.1462264
1229	0.16688977
1230	0.30333155
1231	0.034571413
1232	0.005840694
1233	0.019838018
1234	0.18553689
1235	0.048258666
1236	0.25572813
1237	0.9407938
1238	0.6596724
1239	0.042674698
1240	0.012022396
1241	0.36301792
1242	0.13361001
1243	0.022257391
1244	0.047016565
1245	0.06513337
1246	0.9130391
1247	0.16304827
1248	0.017505482
1249	0.96940404
1250	0.26675594
1251	0.16991337
1252	0.012305545
1253	0.21683928
1254	0.03065993
1255	0.97759956
1256	0.17266245
1257	0.83257866
1258	0.23386024
1259	0.017629312
1260	0.13404065
1261	0.08629672
1262	0.9090622
1263	0.18345585
1264	0.043010768
1265	0.043748416
1266	0.099978566
1267	0.014521843
1268	0.02254915
1269	0.006895846
1270	0.07247373
1271	0.92185515
1272	0.0074709044
1273	0.9275037
1274	0.13583653
1275	0.17331848
1276	0.2558766
1277	0.009802154
1278	0.047060102
1279	0.8858457
1280	0.36394957
1281	0.72519535
1282	0.045488577
1283	0.003138541
1284	0.029887427
1285	0.5623726
1286	0.011339299
1287	0.09187885
1288	0.009423743
1289	0.1546532
1290	0.7174536
1291	0.66348195
1292	0.042298727
1293	0.16824554
1294	0.22437525
1295	0.081977546
1296	0.137093
1297	0.32019982
1298	0.80036676
1299	0.0044851177
1300	0.030098192
1301	0.13743399
1302	0.041278232
1303	0.013974608
1304	0.18091498
1305	0.013440383
1306	0.15530531
1307	0.0053711315
1308	0.060075786
1309	0.021042468
1310	0.044157222
1311	0.3818568
1312	0.91922665
1313	0.9827711
1314	0.024752978
1315	0.006116091
1316	0.014425491
1317	0.17226267
1318	0.031478032
1319	0.10247163
1320	0.032678574
1321	0.20246743
1322	0.02705241
1323	0.027082285
1324	0.027415527
1325	0.1267206
1326	0.9449992
1327	0.01726193
1328	0.11880955
1329	0.27538344
1330	0.22859527
1331	0.02276969
1332	0.9864755
1333	0.5601087
1334	0.021488773
1335	0.008425039
1336	0.013327756
1337	0.09962231
1338	0.923893
1339	0.9630055
1340	0.05315336
1341	0.1355319
1342	0.027030168
1343	0.32120234
1344	0.049597934
1345	0.061076883
1346	0.024221683
1347	0.103371
1348	0.0061944784
1349	0.49096704
1350	0.10907848
1351	0.03707546
1352	0.004416537
1353	0.91616535
1354	0.72409517
1355	0.66693777
1356	0.03591464
1357	0.011219243
1358	0.019637324
1359	0.23784563
1360	0.27751222
1361	0.04317124
1362	0.02215766
1363	0.24434675
1364	0.04546375
1365	0.95119536
1366	0.16672724
1367	0.019728685
1368	0.019695569
1369	0.86582816
1370	0.026257312
1371	0.17602333
1372	0.0491337
1373	0.013682828
1374	0.021051606
1375	0.9554487
1376	0.008607288
1377	0.0071151736
1378	0.059989106
1379	0.99400735
1380	0.060741197
1381	0.06618365
1382	0.0565132
1383	0.11168212
1384	0.14859901
1385	0.16613317
1386	0.025452578
1387	0.018209323
1388	0.007513162
1389	0.12533878
1390	0.8074441
1391	0.95096004
1392	0.019739896
1393	0.019652868
1394	0.025684504
1395	0.8189329
1396	0.9446205
1397	0.017614586
1398	0.0074087027
1399	0.086202756
1400	0.026394365
1401	0.13268329
1402	0.50377244
1403	0.07448566
1404	0.019532599
1405	0.04386619
1406	0.057764787
1407	0.18952447
1408	0.021399517
1409	0.05150064
1410	0.027028825
1411	0.3326176
1412	0.06979386
1413	0.21356909
1414	0.01748381
1415	0.272775
1416	0.0040425425
1417	0.025478428
1418	0.053177007
1419	0.023766695
1420	0.00906341
1421	0.007945602
1422	0.101994134
1423	0.006281863
1424	0.0030103321
1425	0.06755635
1426	0.64261127
1427	0.06033567
1428	0.04451071
1429	0.049127012
1430	0.008713299
1431	0.02386798
1432	0.014469127
1433	0.5220389
1434	0.48599827
1435	0.1171761
1436	0.29780686
1437	0.010912297
1438	0.9505093
1439	0.034378335
1440	0.06692028
1441	0.0047414675
1442	0.041771017
1443	0.056249037
1444	0.84274745
1445	0.016694518
1446	0.049391687
1447	0.17661569
1448	0.16349535
1449	0.039018825
1450	0.09109228
1451	0.028514793
1452	0.76506305
1453	0.12544678
1454	0.20995182
1455	0.020152107
1456	0.018181225
1457	0.0047179484
1458	0.007868948
1459	0.08137583
1460	0.22282039
1461	0.76371837
1462	0.21190625
1463	0.16757411
1464	0.082308084
1465	0.019454496
1466	0.048995413
1467	0.06836257
1468	0.2637161
1469	0.0689562
